home_elo,away_elo,elo_diff,home_rank,away_rank,rank_diff,neutral,is_competitive,home_form,away_form,form_diff,home_attack_strength,away_attack_strength,home_defense_strength,away_defense_strength,elite_score_diff,adjusted_strength_diff,target
2081.0,1867.0,214.0,3.0,19.0,16.0,0,1,1.6,1.6,0.0,1.4,0.6,0.8,0.2,0,0,1
1984.0,2020.0,-36.0,5.0,4.0,-1.0,0,1,1.0,1.6,-0.6000000000000001,1.0,1.0,1.0,0.8,0,0,1
1902.0,1923.0,-21.0,14.0,11.0,-3.0,0,0,1.6,2.0,-0.3999999999999999,1.0,1.8,1.6,0.6,0,0,0
1689.0,1568.0,121.0,51.0,71.0,20.0,1,1,3.0,0.8,2.2,3.2,1.2,0.6,2.0,0,0,2
1636.0,1607.0,29.0,58.0,63.0,5.0,0,1,2.2,1.6,0.6000000000000001,1.8,0.6,0.8,0.4,0,0,1
1689.0,1607.0,82.0,51.0,63.0,12.0,1,1,3.0,1.0,2.0,2.8,0.4,0.8,0.6,0,0,2
1568.0,1743.0,-175.0,71.0,35.0,-36.0,0,0,1.2,1.4,-0.19999999999999996,1.8,1.2,1.2,1.6,0,0,0
1607.0,1902.0,-295.0,63.0,14.0,-49.0,0,0,2.6,0.6,2.0,2.8,0.6,0.4,2.0,0,0,1
1568.0,1822.0,-254.0,71.0,24.0,-47.0,0,0,0.6,1.4,-0.7999999999999999,1.4,1.2,1.4,0.8,0,0,0
1833.0,2113.0,-280.0,22.0,2.0,-20.0,0,1,1.2,2.0,-0.8,1.8,2.6,1.2,1.6,0,0,0
1892.0,1984.0,-92.0,15.0,5.0,-10.0,0,1,1.2,2.4,-1.2,1.0,1.8,1.2,0.6,0,0,0
2113.0,1984.0,129.0,2.0,5.0,3.0,0,1,1.4,3.0,-1.6,3.8,2.2,0.8,0.4,0,0,0
1636.0,1719.0,-83.0,58.0,43.0,-15.0,0,0,2.2,1.4,0.8000000000000003,2.0,1.0,1.0,1.8,0,0,1
1585.0,1783.0,-198.0,68.0,26.0,-42.0,0,0,1.6,1.2,0.40000000000000013,1.2,0.8,0.8,1.6,0,0,0
1783.0,1585.0,198.0,26.0,68.0,42.0,0,0,2.2,0.4,1.8000000000000003,1.0,1.0,0.2,2.4,0,0,2
1743.0,1719.0,24.0,35.0,43.0,8.0,0,0,0.2,2.0,-1.8,0.4,1.4,1.4,1.0,0,0,0
1822.0,1655.0,167.0,24.0,54.0,30.0,1,1,2.2,0.8,1.4000000000000001,1.8,1.4,0.4,2.0,0,0,2
1689.0,1822.0,-133.0,51.0,24.0,-27.0,1,1,2.0,1.8,0.19999999999999996,1.6,1.6,1.0,1.0,0,0,0
1892.0,1833.0,59.0,15.0,22.0,7.0,0,1,0.8,1.0,-0.19999999999999996,1.2,1.2,1.6,1.6,0,0,1
1676.0,1878.0,-202.0,52.0,17.0,-35.0,0,0,1.6,1.0,0.6000000000000001,1.6,1.6,1.4,2.4,0,0,2
1425.0,1568.0,-143.0,95.0,71.0,-24.0,0,1,1.6,0.2,1.4000000000000001,1.2,0.6,1.2,2.0,0,0,2
1607.0,1568.0,39.0,63.0,71.0,8.0,1,1,2.2,0.2,2.0,3.2,0.8,0.4,2.6,0,0,2
1425.0,1607.0,-182.0,95.0,63.0,-32.0,0,1,1.6,1.0,0.6000000000000001,1.0,1.0,1.2,0.8,0,0,1
1833.0,1984.0,-151.0,22.0,5.0,-17.0,0,1,0.8,2.6,-1.8,1.2,1.6,1.4,0.6,0,0,1
1767.0,1889.0,-122.0,29.0,16.0,-13.0,0,0,2.6,0.2,2.4,1.8,0.6,0.4,1.8,0,0,2
2113.0,1892.0,221.0,2.0,15.0,13.0,0,1,1.8,1.2,0.6000000000000001,4.4,1.0,0.8,2.2,0,0,2
2165.0,1923.0,242.0,1.0,11.0,10.0,0,1,1.8,1.6,0.19999999999999996,1.2,1.8,0.6,0.8,0,0,1
1961.0,1867.0,94.0,8.0,19.0,11.0,0,1,3.0,1.6,1.4,3.2,0.6,0.4,1.0,0,0,2
2113.0,1833.0,280.0,2.0,22.0,20.0,0,1,1.4,0.6,0.7999999999999999,2.6,1.2,1.2,1.8,0,0,1
1827.0,1719.0,108.0,23.0,43.0,20.0,0,0,1.6,1.4,0.20000000000000018,1.4,1.0,0.8,1.2,0,0,2
1984.0,1892.0,92.0,5.0,15.0,10.0,0,1,2.4,1.2,1.2,2.6,1.2,1.2,2.0,0,0,2
1767.0,2020.0,-253.0,29.0,4.0,-25.0,0,1,2.6,1.4,1.2000000000000002,2.0,1.2,0.6,1.2,0,0,2
1984.0,2113.0,-129.0,5.0,2.0,-3.0,0,1,2.4,1.8,0.5999999999999999,2.6,1.2,1.0,1.4,0,0,2
1833.0,1892.0,-59.0,22.0,15.0,-7.0,0,1,1.4,0.6,0.7999999999999999,1.4,1.0,1.2,2.2,0,0,2
1923.0,2165.0,-242.0,11.0,1.0,-10.0,0,1,2.2,1.6,0.6000000000000001,2.6,1.4,0.4,1.4,0,0,2
1867.0,1961.0,-94.0,19.0,8.0,-11.0,0,1,1.8,0.8,1.0,1.2,0.8,1.0,1.6,0,0,0
1984.0,2020.0,-36.0,5.0,4.0,-1.0,1,0,2.4,1.4,1.0,2.4,1.0,0.8,1.0,0,0,2
1860.0,1984.0,-124.0,20.0,5.0,-15.0,0,0,2.0,2.6,-0.6000000000000001,2.2,2.0,0.8,0.6,0,0,0
1760.0,1607.0,153.0,31.0,63.0,32.0,0,1,1.8,1.0,0.8,1.0,1.0,0.6,1.0,0,0,2
1984.0,1833.0,151.0,5.0,22.0,17.0,0,1,3.0,0.6,2.4,2.4,1.4,0.6,2.0,0,0,2
1892.0,2113.0,-221.0,15.0,2.0,-13.0,0,1,0.8,1.8,-1.0,1.2,1.2,2.0,1.0,0,0,0
1719.0,1912.0,-193.0,43.0,12.0,-31.0,0,1,1.4,0.6,0.7999999999999999,1.4,1.2,1.0,2.8,0,0,2
1436.0,1532.0,-96.0,90.0,77.0,-13.0,1,1,0.6,2.0,-1.4,1.0,1.4,2.0,0.8,0,0,0
1532.0,1436.0,96.0,77.0,90.0,13.0,0,1,2.4,0.4,2.0,3.2,0.8,0.6,4.4,0,0,2
1904.0,1752.0,152.0,13.0,33.0,20.0,1,1,0.6,1.6,-1.0,0.8,2.6,1.8,0.8,0,0,1
1568.0,1607.0,-39.0,71.0,63.0,-8.0,0,0,0.8,1.0,-0.19999999999999996,0.6,0.8,1.2,0.8,0,0,1
1912.0,1889.0,23.0,12.0,16.0,4.0,0,1,0.8,0.2,0.6000000000000001,0.4,0.4,1.2,1.6,0,0,2
1676.0,1503.0,173.0,52.0,82.0,30.0,0,0,1.4,0.8,0.5999999999999999,1.8,0.8,1.8,1.8,0,0,2
1568.0,1822.0,-254.0,71.0,24.0,-47.0,0,0,0.8,2.0,-1.2,0.6,1.4,1.4,0.8,0,0,0
1827.0,1889.0,-62.0,23.0,16.0,-7.0,0,0,1.8,0.0,1.8,2.2,0.4,1.4,2.0,0,0,2
1912.0,1719.0,193.0,12.0,43.0,31.0,0,1,1.4,1.4,0.0,0.8,1.4,1.0,1.0,0,0,2
1752.0,1585.0,167.0,33.0,68.0,35.0,0,1,2.6,1.0,1.6,3.8,1.2,1.0,1.6,0,0,2
1784.0,1721.0,63.0,25.0,41.0,16.0,0,1,0.2,0.2,0.0,0.8,0.4,4.6,4.4,0,0,1
1568.0,1636.0,-68.0,71.0,58.0,-13.0,0,0,0.8,1.6,-0.8,0.4,0.8,1.0,0.6,0,0,0
1721.0,1860.0,-139.0,41.0,20.0,-21.0,0,1,1.4,1.6,-0.20000000000000018,0.4,0.6,1.0,0.4,0,0,1
1889.0,1719.0,170.0,16.0,43.0,27.0,0,1,0.8,1.8,-1.0,1.0,1.6,1.4,1.0,0,0,0
1784.0,1860.0,-76.0,25.0,20.0,-5.0,0,1,0.8,1.0,-0.19999999999999996,0.8,0.4,3.0,0.6,0,0,2
1975.0,1892.0,83.0,7.0,15.0,8.0,0,0,1.8,1.0,0.8,1.4,0.6,0.6,0.8,0,0,0
1860.0,1721.0,139.0,20.0,41.0,21.0,0,1,2.0,0.2,1.8,2.6,0.4,0.8,3.0,0,0,2
1721.0,1784.0,-63.0,41.0,25.0,-16.0,0,1,1.4,0.2,1.2,0.6,0.0,1.0,2.0,0,0,2
1933.0,1892.0,41.0,9.0,15.0,6.0,0,0,1.6,1.2,0.40000000000000013,2.4,0.8,1.4,0.8,0,0,1
1860.0,1784.0,76.0,20.0,25.0,5.0,0,1,1.6,0.2,1.4000000000000001,1.2,0.0,0.8,2.0,0,0,1
1532.0,1721.0,-189.0,77.0,41.0,-36.0,0,0,2.6,0.4,2.2,3.2,0.2,0.4,2.4,0,0,1
1532.0,1721.0,-189.0,77.0,41.0,-36.0,0,0,2.2,0.6,1.6,2.6,0.2,0.0,1.2,0,0,1
1532.0,1721.0,-189.0,77.0,41.0,-36.0,0,0,1.8,0.8,1.0,2.0,0.2,0.0,0.8,0,0,1
1904.0,1752.0,152.0,13.0,33.0,20.0,0,0,0.6,2.2,-1.6,0.8,2.8,1.6,0.6,0,0,0
1822.0,1636.0,186.0,24.0,58.0,34.0,0,1,2.2,1.6,0.6000000000000001,1.8,1.2,1.0,1.0,0,0,1
1784.0,1721.0,63.0,25.0,41.0,16.0,1,1,1.4,0.6,0.7999999999999999,1.2,0.0,2.2,1.2,0,0,2
1892.0,1933.0,-41.0,15.0,9.0,-6.0,0,0,0.6,0.2,0.39999999999999997,0.8,0.4,1.6,1.8,0,0,1
1568.0,1760.0,-192.0,71.0,31.0,-40.0,0,1,0.8,1.4,-0.5999999999999999,0.4,1.2,1.2,1.2,0,0,0
1636.0,1822.0,-186.0,58.0,24.0,-34.0,0,1,1.8,2.2,-0.40000000000000013,1.6,1.6,0.8,0.6,0,0,1
1833.0,1933.0,-100.0,22.0,9.0,-13.0,0,0,2.0,0.2,1.8,1.8,0.4,1.0,1.8,0,0,2
1833.0,1892.0,-59.0,22.0,15.0,-7.0,0,1,1.6,1.4,0.20000000000000018,1.4,1.0,1.0,0.8,0,0,1
1975.0,1933.0,42.0,7.0,9.0,2.0,0,0,1.2,0.8,0.3999999999999999,1.0,0.6,0.8,1.6,0,0,0
1892.0,1833.0,59.0,15.0,22.0,7.0,0,1,1.2,0.6,0.6,1.0,1.6,1.4,2.2,0,0,2
1933.0,1975.0,-42.0,9.0,7.0,-2.0,0,0,1.6,1.2,0.40000000000000013,2.0,1.0,1.6,1.6,0,0,2
1636.0,1743.0,-107.0,58.0,35.0,-23.0,0,1,2.2,0.6,1.6,1.8,0.2,0.6,2.2,0,0,2
2020.0,1961.0,59.0,4.0,8.0,4.0,0,0,2.0,2.4,-0.3999999999999999,2.0,1.8,1.2,1.2,0,0,0
1933.0,1833.0,100.0,9.0,22.0,13.0,0,0,1.6,0.8,0.8,2.2,1.0,1.8,2.0,0,0,2
1975.0,1984.0,-9.0,7.0,5.0,-2.0,0,1,0.2,2.2,-2.0,0.2,1.6,1.0,0.6,0,0,1
1737.0,1833.0,-96.0,36.0,22.0,-14.0,0,0,0.8,1.4,-0.5999999999999999,1.2,1.6,3.2,1.6,0,0,0
2081.0,1923.0,158.0,3.0,11.0,8.0,0,0,2.6,1.6,1.0,1.8,1.8,0.4,1.2,0,0,2
1975.0,1833.0,142.0,7.0,22.0,15.0,0,1,0.2,2.0,-1.8,0.2,1.8,1.0,0.8,0,0,0
1743.0,1636.0,107.0,35.0,58.0,23.0,0,1,1.6,1.2,0.40000000000000013,1.8,1.0,1.0,1.0,0,0,1
1833.0,1975.0,-142.0,22.0,7.0,-15.0,0,1,2.2,0.8,1.4000000000000001,1.4,0.6,0.4,1.6,0,0,1
1425.0,1636.0,-211.0,95.0,58.0,-37.0,0,0,2.6,1.2,1.4000000000000001,2.2,0.8,0.4,0.8,0,0,2
1984.0,1975.0,9.0,5.0,7.0,2.0,0,1,3.0,0.2,2.8,3.2,0.4,0.4,2.8,0,0,2
1833.0,1984.0,-151.0,22.0,5.0,-17.0,0,1,1.6,2.2,-0.6000000000000001,1.2,1.4,0.6,0.4,0,0,0
1689.0,1636.0,53.0,51.0,58.0,7.0,0,1,1.4,0.8,0.5999999999999999,2.0,1.0,1.8,1.2,0,0,1
1984.0,1833.0,151.0,5.0,22.0,17.0,0,1,2.6,1.6,1.0,2.6,1.8,0.4,1.0,0,0,1
2113.0,1760.0,353.0,2.0,31.0,29.0,1,1,2.2,2.0,0.20000000000000018,1.8,1.4,0.4,1.0,0,0,1
1867.0,1961.0,-94.0,19.0,8.0,-11.0,0,1,1.2,2.4,-1.2,1.0,1.8,1.2,1.0,0,0,0
1904.0,1752.0,152.0,13.0,33.0,20.0,0,1,0.6,1.8,-1.2000000000000002,0.6,1.8,1.4,0.4,0,0,1
1783.0,1585.0,198.0,26.0,68.0,42.0,0,1,2.2,0.6,1.6,2.0,1.0,0.6,2.0,0,0,2
1585.0,1783.0,-198.0,68.0,26.0,-42.0,0,1,2.6,1.6,1.0,4.0,1.2,0.2,0.8,0,0,1
1984.0,1889.0,95.0,5.0,16.0,11.0,0,0,2.4,0.0,2.4,1.0,0.2,0.6,1.4,0,0,2
1752.0,1904.0,-152.0,33.0,13.0,-20.0,0,1,2.6,0.2,2.4,2.2,0.4,0.4,1.8,0,0,2
1827.0,1902.0,-75.0,23.0,14.0,-9.0,0,1,1.8,1.0,0.8,1.8,0.8,1.4,1.6,0,0,2
1760.0,1568.0,192.0,31.0,71.0,40.0,0,1,2.0,0.6,1.4,1.4,1.2,0.8,2.0,0,0,2
1889.0,2081.0,-192.0,16.0,3.0,-13.0,0,0,0.8,1.0,-0.19999999999999996,1.0,1.4,2.0,1.0,0,0,0
1767.0,1719.0,48.0,29.0,43.0,14.0,0,0,3.0,1.2,1.8,3.0,1.4,0.4,1.6,0,0,2
1636.0,1689.0,-53.0,58.0,51.0,-7.0,0,1,1.4,1.6,-0.20000000000000018,1.2,1.6,1.4,1.0,0,0,2
1743.0,1878.0,-135.0,35.0,17.0,-18.0,0,0,2.2,0.8,1.4000000000000001,2.0,0.8,0.6,1.8,0,0,2
1719.0,1912.0,-193.0,43.0,12.0,-31.0,0,1,2.0,0.0,2.0,2.2,0.0,0.6,2.4,0,0,2
1878.0,1822.0,56.0,17.0,24.0,7.0,0,0,2.0,2.0,0.0,1.8,1.6,1.4,0.8,0,0,2
2020.0,1767.0,253.0,4.0,29.0,25.0,0,1,1.2,1.6,-0.40000000000000013,1.6,0.8,1.2,0.8,0,0,0
2113.0,1923.0,190.0,2.0,11.0,9.0,0,0,1.6,2.0,-0.3999999999999999,2.0,1.8,1.2,1.0,0,0,0
1719.0,1889.0,-170.0,43.0,16.0,-27.0,0,1,2.6,0.0,2.6,2.4,0.4,0.4,1.6,0,0,2
1892.0,1923.0,-31.0,15.0,11.0,-4.0,0,0,2.0,2.4,-0.3999999999999999,1.8,1.8,1.0,0.6,0,0,0
1984.0,2020.0,-36.0,5.0,4.0,-1.0,0,0,2.2,1.4,0.8000000000000003,2.0,1.2,0.2,1.0,0,0,1
2113.0,2020.0,93.0,2.0,4.0,2.0,0,0,1.6,1.6,0.0,2.2,1.4,1.4,1.0,0,0,1
1984.0,1923.0,61.0,5.0,11.0,6.0,0,0,1.8,2.0,-0.19999999999999996,1.8,1.6,0.4,0.8,0,0,1
1860.0,1923.0,-63.0,20.0,11.0,-9.0,0,0,1.2,2.2,-1.0000000000000002,1.2,2.0,1.2,1.0,0,0,1
1892.0,2020.0,-128.0,15.0,4.0,-11.0,0,0,1.6,1.2,0.40000000000000013,1.4,0.6,0.8,0.8,0,0,1
1752.0,1904.0,-152.0,33.0,13.0,-20.0,0,0,2.6,0.0,2.6,2.2,0.2,0.6,1.8,0,0,2
2113.0,1767.0,346.0,2.0,29.0,27.0,0,0,1.2,1.6,-0.40000000000000013,1.4,1.4,1.4,1.2,0,0,1
1984.0,1767.0,217.0,5.0,29.0,24.0,0,0,1.8,1.6,0.19999999999999996,1.4,1.4,0.6,1.2,0,0,2
2113.0,2081.0,32.0,2.0,3.0,1.0,0,0,1.2,1.2,0.0,1.2,1.4,1.2,0.8,0,0,1
1984.0,2081.0,-97.0,5.0,3.0,-2.0,0,0,1.8,1.2,0.6000000000000001,1.6,1.6,0.8,1.0,0,0,1
1752.0,1760.0,-8.0,33.0,31.0,-2.0,0,1,2.2,2.2,0.0,1.4,1.4,0.6,0.2,0,0,1
1760.0,1822.0,-62.0,31.0,24.0,-7.0,1,1,1.6,1.4,0.20000000000000018,1.2,1.6,1.0,1.4,0,0,1
1607.0,1752.0,-145.0,63.0,33.0,-30.0,1,1,2.2,1.8,0.40000000000000013,2.0,1.4,0.4,0.4,0,0,1
1760.0,1655.0,105.0,31.0,54.0,23.0,1,1,1.0,1.8,-0.8,1.2,2.6,1.6,1.4,0,0,0
1607.0,1752.0,-145.0,63.0,33.0,-30.0,1,1,1.6,2.2,-0.6000000000000001,1.8,1.6,0.6,0.4,0,0,0
1783.0,1760.0,23.0,26.0,31.0,5.0,0,1,2.0,1.6,0.3999999999999999,2.0,0.8,0.6,0.4,0,0,0
2113.0,1833.0,280.0,2.0,22.0,20.0,0,1,2.2,1.4,0.8000000000000003,1.2,1.6,0.4,1.0,0,0,2
1783.0,1752.0,31.0,26.0,33.0,7.0,0,1,2.4,1.6,0.7999999999999998,2.2,1.6,0.6,0.8,0,0,2
1833.0,2113.0,-280.0,22.0,2.0,-20.0,0,1,1.6,1.2,0.40000000000000013,1.2,1.2,0.6,1.4,0,0,2
2020.0,1889.0,131.0,4.0,16.0,12.0,0,0,0.8,0.2,0.6000000000000001,1.2,0.4,1.0,1.4,0,0,1
1912.0,1719.0,193.0,12.0,43.0,31.0,0,1,2.0,1.2,0.8,1.4,1.2,1.2,1.6,0,0,2
1889.0,2165.0,-276.0,16.0,1.0,-15.0,0,0,0.8,1.4,-0.5999999999999999,1.0,1.0,2.0,1.2,0,0,0
1860.0,1721.0,139.0,20.0,41.0,21.0,0,0,1.8,0.6,1.2000000000000002,1.8,0.6,1.0,2.4,0,0,2
1860.0,1532.0,328.0,20.0,77.0,57.0,0,1,2.2,2.0,0.20000000000000018,2.4,1.8,1.0,1.2,0,0,2
1784.0,1532.0,252.0,25.0,77.0,52.0,1,1,2.0,2.0,0.0,1.8,1.4,1.0,1.2,0,0,1
1860.0,1784.0,76.0,20.0,25.0,5.0,0,1,3.0,0.4,2.6,4.0,0.4,1.0,2.0,0,0,2
1752.0,1783.0,-31.0,33.0,26.0,-7.0,0,1,2.6,1.2,1.4000000000000001,2.4,0.8,0.2,0.8,0,0,1
1961.0,1867.0,94.0,8.0,19.0,11.0,0,1,2.2,0.8,1.4000000000000001,2.4,0.4,0.6,1.6,0,0,2
1902.0,1827.0,75.0,14.0,23.0,9.0,0,1,1.4,2.2,-0.8000000000000003,2.0,1.2,1.2,0.4,0,0,0
1889.0,1912.0,-23.0,16.0,12.0,-4.0,0,1,1.8,0.0,1.8,1.0,0.2,1.2,1.8,0,0,2
1760.0,1752.0,8.0,31.0,33.0,2.0,0,1,1.2,1.2,0.0,1.0,1.4,1.2,1.4,0,0,1
1923.0,1889.0,34.0,11.0,16.0,5.0,0,0,3.0,0.2,2.8,3.0,0.6,0.4,2.0,0,0,2
1689.0,1636.0,53.0,51.0,58.0,7.0,0,1,2.6,0.8,1.8,2.2,1.4,1.0,1.8,0,0,2
1760.0,1783.0,-23.0,31.0,26.0,-5.0,0,1,2.2,1.4,0.8000000000000003,1.4,1.4,0.4,0.8,0,0,2
1607.0,1822.0,-215.0,63.0,24.0,-39.0,0,0,1.6,0.8,0.8,1.8,1.4,0.4,2.0,0,0,2
1822.0,1607.0,215.0,24.0,63.0,39.0,0,0,2.2,1.4,0.8000000000000003,2.2,0.8,0.8,0.2,0,0,1
1636.0,1689.0,-53.0,58.0,51.0,-7.0,0,1,2.6,0.4,2.2,2.4,0.6,0.6,2.2,0,0,2
1503.0,1676.0,-173.0,82.0,52.0,-30.0,0,0,3.0,1.4,1.6,3.6,1.2,0.6,1.8,0,0,2
1607.0,1743.0,-136.0,63.0,35.0,-28.0,0,0,2.0,0.0,2.0,2.4,0.2,0.4,2.4,0,0,2
1923.0,2020.0,-97.0,11.0,4.0,-7.0,0,0,2.6,1.2,1.4000000000000001,2.8,0.8,0.8,0.6,0,0,2
1607.0,1743.0,-136.0,63.0,35.0,-28.0,0,0,2.0,0.0,2.0,1.6,0.2,0.4,2.0,0,0,2
1822.0,1636.0,186.0,24.0,58.0,34.0,1,1,1.2,0.8,0.3999999999999999,1.8,1.2,1.2,1.6,0,0,1
2081.0,1984.0,97.0,3.0,5.0,2.0,0,0,2.6,1.4,1.2000000000000002,1.6,1.6,0.2,1.8,0,0,2
1503.0,1636.0,-133.0,82.0,58.0,-24.0,0,1,2.6,1.0,1.6,2.0,0.8,0.6,1.0,0,0,2
1867.0,1827.0,40.0,19.0,23.0,4.0,0,0,1.8,1.2,0.6000000000000001,1.4,0.6,0.6,0.6,0,0,2
2165.0,1912.0,253.0,1.0,12.0,11.0,0,0,2.6,0.0,2.6,1.8,0.2,0.4,2.0,0,0,2
2081.0,1984.0,97.0,3.0,5.0,2.0,0,0,2.6,2.0,0.6000000000000001,1.4,1.0,0.2,0.2,0,0,2
1889.0,1827.0,62.0,16.0,23.0,7.0,0,0,1.8,1.6,0.19999999999999996,1.0,0.8,0.6,0.6,0,0,0
1636.0,1961.0,-325.0,58.0,8.0,-50.0,0,0,2.0,3.0,-1.0,2.0,2.2,1.2,0.2,0,0,0
1923.0,1984.0,-61.0,11.0,5.0,-6.0,0,0,2.0,2.0,0.0,1.6,0.6,0.8,0.2,0,0,0
1719.0,1923.0,-204.0,43.0,11.0,-32.0,0,0,2.4,1.6,0.7999999999999998,1.4,1.4,0.6,1.2,0,0,2
2020.0,1984.0,36.0,4.0,5.0,1.0,0,0,1.0,2.0,-1.0,0.8,0.8,0.8,0.4,0,0,1
1892.0,2113.0,-221.0,15.0,2.0,-13.0,0,0,1.6,1.8,-0.19999999999999996,1.2,1.8,0.8,1.2,0,0,2
2165.0,1860.0,305.0,1.0,20.0,19.0,0,0,2.6,0.8,1.8,2.0,1.0,0.4,1.0,0,0,2
2113.0,1892.0,221.0,2.0,15.0,13.0,0,0,3.0,0.6,2.4,2.4,0.8,0.6,1.6,0,0,2
2081.0,1760.0,321.0,3.0,31.0,28.0,0,0,2.6,1.4,1.2000000000000002,1.6,0.8,0.4,0.8,0,0,2
2081.0,1636.0,445.0,3.0,58.0,55.0,0,0,3.0,0.4,2.6,2.0,0.6,0.4,1.4,0,0,2
1760.0,1503.0,257.0,31.0,82.0,51.0,0,0,1.6,0.6,1.0,1.0,0.8,0.4,1.8,0,0,2
1767.0,2020.0,-253.0,29.0,4.0,-25.0,0,1,1.6,2.0,-0.3999999999999999,1.4,1.4,1.0,0.6,0,0,0
1827.0,1961.0,-134.0,23.0,8.0,-15.0,0,0,2.0,3.0,-1.0,2.6,2.0,0.6,0.2,0,0,0
1892.0,2165.0,-273.0,15.0,1.0,-14.0,0,0,1.2,2.0,-0.8,0.8,0.8,0.8,0.4,0,0,1
1860.0,1636.0,224.0,20.0,58.0,38.0,1,1,1.8,1.0,0.8,2.8,0.8,1.4,1.0,0,0,0
1827.0,2165.0,-338.0,23.0,1.0,-22.0,1,1,2.0,1.4,0.6000000000000001,2.8,0.8,0.8,0.8,0,0,2
1984.0,1719.0,265.0,5.0,43.0,38.0,1,1,2.2,0.8,1.4000000000000001,3.2,0.8,0.6,1.6,0,0,1
1760.0,1961.0,-201.0,31.0,8.0,-23.0,1,1,1.0,3.0,-2.0,0.8,2.2,1.0,0.2,0,0,0
2113.0,2081.0,32.0,2.0,3.0,1.0,0,1,3.0,1.2,1.8,2.4,1.8,0.6,1.2,0,0,2
1923.0,1860.0,63.0,11.0,20.0,9.0,1,1,2.0,1.2,0.8,1.8,1.2,0.4,2.0,0,0,2
1760.0,1767.0,-7.0,31.0,29.0,-2.0,1,1,1.0,0.8,0.19999999999999996,1.0,0.8,1.2,1.4,0,0,1
1827.0,1719.0,108.0,23.0,43.0,20.0,1,1,2.0,0.8,1.2,1.2,0.6,0.8,1.4,0,0,2
1984.0,2165.0,-181.0,5.0,1.0,-4.0,1,1,2.2,1.6,0.6000000000000001,2.8,0.8,0.2,0.6,0,0,1
1923.0,1636.0,287.0,11.0,58.0,47.0,1,1,1.6,0.8,0.8,1.4,0.6,0.2,1.0,0,0,1
1827.0,1984.0,-157.0,23.0,5.0,-18.0,1,1,1.4,2.0,-0.6000000000000001,0.8,0.8,0.8,0.4,0,0,0
1961.0,1767.0,194.0,8.0,29.0,21.0,1,1,1.6,1.4,0.20000000000000018,1.4,1.4,0.8,1.4,0,0,0
2165.0,1719.0,446.0,1.0,43.0,42.0,1,1,3.0,0.8,2.2,2.0,0.6,0.2,1.0,0,0,2
1827.0,1961.0,-134.0,23.0,8.0,-15.0,1,1,1.2,3.0,-1.8,0.8,3.0,1.6,0.4,0,0,0
2113.0,1984.0,129.0,2.0,5.0,3.0,0,1,2.0,1.6,0.3999999999999999,1.2,0.6,0.6,0.4,0,0,1
1923.0,1961.0,-38.0,11.0,8.0,-3.0,1,1,1.4,2.6,-1.2000000000000002,1.6,3.0,0.4,0.6,0,0,1
1827.0,1923.0,-96.0,23.0,11.0,-12.0,1,1,1.2,1.0,0.19999999999999996,1.0,1.4,1.8,1.8,0,0,2
2113.0,1961.0,152.0,2.0,8.0,6.0,0,1,2.0,2.0,0.0,2.2,2.6,0.4,1.4,0,0,2
1743.0,1607.0,136.0,35.0,63.0,28.0,0,0,2.2,1.4,0.8000000000000003,2.0,1.0,0.6,0.4,0,0,1
1743.0,1607.0,136.0,35.0,63.0,28.0,0,0,1.8,1.4,0.40000000000000013,1.2,0.8,0.4,0.2,0,0,1
1607.0,1904.0,-297.0,63.0,13.0,-50.0,1,1,2.6,0.2,2.4,1.6,0.2,0.0,1.4,0,0,1
1743.0,1689.0,54.0,35.0,51.0,16.0,0,1,1.8,0.4,1.4,1.2,0.8,0.4,2.4,0,0,1
1904.0,1752.0,152.0,13.0,33.0,20.0,1,1,1.4,2.2,-0.8000000000000003,1.4,2.8,1.6,1.2,0,0,0
1607.0,1752.0,-145.0,63.0,33.0,-30.0,1,1,2.0,2.6,-0.6000000000000001,1.2,2.8,0.6,0.8,0,0,0
1743.0,1503.0,240.0,35.0,82.0,47.0,0,1,2.2,0.8,1.4000000000000001,1.6,0.6,0.4,1.4,0,0,2
1607.0,1752.0,-145.0,63.0,33.0,-30.0,1,1,1.8,3.0,-1.2,1.2,2.6,1.0,0.2,0,0,0
1912.0,1827.0,85.0,12.0,23.0,11.0,0,1,1.0,2.0,-1.0,0.8,1.0,1.2,0.4,0,0,0
2081.0,1719.0,362.0,3.0,43.0,40.0,0,1,2.0,0.4,1.6,2.0,0.8,1.2,1.4,0,0,1
1889.0,1721.0,168.0,16.0,41.0,25.0,0,0,1.8,0.2,1.6,1.2,0.2,0.6,2.0,0,0,2
1984.0,1721.0,263.0,5.0,41.0,36.0,0,0,3.0,0.2,2.8,1.8,0.0,0.2,1.6,0,0,2
1827.0,1767.0,60.0,23.0,29.0,6.0,0,1,1.2,1.4,-0.19999999999999996,1.4,1.8,2.2,1.8,0,0,2
1867.0,1912.0,-45.0,19.0,12.0,-7.0,0,1,1.4,0.4,0.9999999999999999,1.2,0.6,0.8,1.6,0,0,1
1889.0,1961.0,-72.0,16.0,8.0,-8.0,0,1,1.8,2.0,-0.19999999999999996,1.2,2.6,0.8,1.6,0,0,0
1984.0,1867.0,117.0,5.0,19.0,14.0,0,1,2.6,0.4,2.2,1.8,0.4,0.4,1.4,0,0,1
